"","SC78_6_factor1","SC78_6_factor2","SC78_6_factor3","SC78_6_factor4","SC78_6_factor5","SC78_6_factor6","SC78_6_factor7","SC78_6_factor8","SC78_6_factor9"
"59","Srgn","Gm5483","Ncf1","Rpl26","Mcemp1","Lst1","Fbxo11","Ifitm2","Lcp1"
"60","Mmp9","Sdcbp","Ninj1","Rps15a","mt-Co1","Entpd1","Ptprj","Ctss","Mxd1"
"61","Pkm","Actg1","Abtb2","Atp6v0e","Junb","Ndel1","Plaur","Tapbp","Ubb"
"62","Prr13","Kpna4","Bcl2l11","Rpl6","Dusp1","Mxd1","Tpd52","Ifi47","mt-Co3"
"63","mt-Co2","Btg1","Mcl1","Dynll1","Cyba","Pnrc1","Plek","Il1r2","Marcks"
"64","Gpx1","Lilrb4a","N4bp1","H2afj","Map1lc3b","Rnf149","Klhl2","Cers6","Bcl6"
"65","Sh3bgrl3","Ostf1","Ccl3","Chchd2","Clic1","Txn1","Arhgap15","Tap1","Rab8b"
"66","Dstn","Prdx5","Adam17","Rps12","Fxyd5","Fxyd5","Fam134b","Isg20","Ppp3ca"
"67","Txn1","Suco","Hcar2","Pfdn5","Hmgb2","Ifrd1","Lmnb1","Cd9","App"
"68","H2-D1","H2-D1","Clec4d","Rabac1","Ctsd","Cxcr4","Sp140","Nampt","mt-Co2"
"69","Arpc2","Fnip2","Relb","Fau","Lcp1","Ptprc","Lilrb4a","Tlr4","Litaf"
"70","Plaur","Fcer1g","Lcp2","Sh3bgrl3","Pglyrp1","Slc16a3","Rnf149","Plaur","Mtus1"
"71","R3hdm4","Plin2","Malt1","Rps28","Cotl1","Atp2b1","Myh9","Basp1","Prkcb"
"72","Cd14","Igf1r","Sgms2","Rpl7","Grina","Igfbp6","Actr3","Parp9","Atrnl1"
"73","Fcer1g","Osbpl9","Ftl1","Rpl28","Csf3r","Cd14","Dock2","Mxd1","Lyn"
"74","Sri","Tmem189","Ets2","Cdk2ap2","Itm2b","Ccr1","Il1b","Pkm","Actb"
"75","Stfa3","Fnip1","Dennd4a","Sub1","Glrx","B2m","Itpkb","Actb","Cmip"
"76","Adpgk","Gm42418","Lpcat2","Rpl37","Lsp1","Map1lc3b","Plin2","Sdcbp","Tra2a"
"77","Arpc3","Gabarap","Fbxo11","H3f3b","Cdc42","Cd9","Agpat9","Ccrl2","Arih1"
"78","Ostf1","Ankrd33b","H2-D1","Gng5","Ccl6","Gm5150","Emilin2","Zfp36","Mbnl2"
"79","Rpsa","Ptgs2","Rab11fip1","Eif5a","Tpd52","Gadd45b","Lcp1","Gm13822","Mcl1"
"80","Msrb1","Gadd45b","Lilrb4a","Hist1h2bc","Gabarap","Mir142hg","Jdp2","Btg2","Hdc"
"81","Itm2b","Ctsb","Gm42418","Rps24","Ddx5","Sorl1","Ddx6","S100a11","Srgn"
"82","Rplp0","Ap3s1","Tnfrsf1b","Atp5l","Cfl1","Clec4d","Zfand3","Cd53","mt-Atp6"
"83","Ubb","Tpd52","B2m","Gm2a","Irg1","Cdc42","Ptbp3","Cd14","Herc4"
"84","Gnai2","Msra","Antxr2","Atox1","Gnai2","Hp","Trps1","Txn1","Camk1d"
"85","Cdc42","Clec4d","Neat1","Tpt1","Pim1","Clec4e","Samsn1","Kpna4","Msrb1"
"86","Eef1a1","Pgk1","Igsf6","Rps25","Arpc2","Cd52","Il1rap","Smchd1","Syk"
"87","Vim","Pim1","H2-K1","Rps26","Atp6v1g1","Zfp36","Lamp2","S100a8","Zfand5"
"88","Cd9","Hk2","Tnfaip2","Map1lc3b","Aldoa","Ubc","Ncf2","Zbp1","Osbpl9"
"89","Cotl1","Higd1a","Btg2","Plin2","Pkm","Calm2","Btg1","Chmp4b","Kdm7a"
"90","Rps27a","Sorl1","Samsn1","Arpc1b","Myl6","Antxr2","Tmsb4x","Lmnb1","Arg2"
"91","Vasp","Zfp36l2","Csf3r","Itm2b","Jund","Cxcl2","Zcchc6","Rab7","Mctp2"
"92","Arpc5","Cd53","Actb","Slc25a5","Mxd1","Cst3","Pbx1","Neat1","Klf6"
"93","Atxn10","Soat1","Dusp2","Eef1b2","Zyx","Arg2","Ppp1r3b","Sik3","Map3k5"
"94","Anxa11","Wsb1","Zfand3","AF251705","Plaur","March7","Cnnm2","Smox","Gab2"
"95","Taldo1","Bcl2l1","Lcp1","Hmgb1","Gpx1","Rps27","Rbms1","Ptgs2","Lrg1"
"96","Gpi1","Ifrd1","Nr4a1","Calm1","Fcgr3","Snap23","Fth1","Ccr1","Hp"
"97","Ldha","Xylt1","S100a8","Tceb2","Rps16","Etf1","Por","Plek","Ftl1"
"98","Pygl","Phf21a","Susd6","Hist1h1c","Prr13","Ccrl2","Hpcal1","Fxyd5","March7"
"99","Glrx","Pfkl","mt-Atp6","Pfn1","Stx11","Tnfaip2","Iqgap1","Fau","Suco"
"100","Asprv1","Il1b","Nfe2l2","Brk1","Litaf","Hmgb2","Wbp1l","Pfn1","Osm"
"101","Rps4x","Hsp90aa1","Actg1","mt-Cytb","Arpc5","Sik3","Litaf","Oas3","Ltb"
"102","Lcp1","Upp1","Ifitm2","Atp5e","Selplg","C5ar1","Gm26740","Cd300lf","Fgr"
"103","Shfm1","Alcam","Dusp1","Rps19","Calm1","Fgl2","Osbpl9","Gm5483","Ncf2"
"104","Ifitm1","Tyrobp","Hspa5","Supt4a","Rpl9","Picalm","Col4a3bp","Grina","Txnip"
"105","Ncf4","Ccr1","Neurl3","Cd52","Gm5150","Ddx3x","Grina","Ubc","Gadd45b"
"106","Serf2","Ccnl1","Nfkbie","Igfbp6","Arhgdib","Coq10b","Braf","Litaf","Il1r2"
"107","Actr3","Fam134b","C5ar1","Runx1","Tgfbi","Samsn1","Trem1","Gapdh","Jmjd1c"
"108","Pgd","Ddx5","mt-Co3","Bri3","Myl12b","Cfl1","Ccnl1","Gbp5","Pde4b"
"109","Calm1","Lgals3","Rab20","Rpl14","Lmnb1","Arpc1b","Zeb2","Tyrobp","Numb"
"110","Rps29","Rlf","Irak3","D8Ertd738e","Btg2","Gm42418","Dusp16","Cdkn1a","Tbc1d15"
"111","Ctsd","Grina","Fbxl5","Cotl1","Gmfg","Emilin2","Ralgapa1","Fcgr4","Atp8a1"
"112","Slfn4","Ankrd12","Nab1","Arhgdib","Spi1","Ppp1r15a","Cd53","Emilin2","Tmem164"
"113","Cfl1","Ubc","Lmnb1","H2-K1","Emilin2","Pik3ap1","Slfn4","Ddx58","Grina"
"114","Mcemp1","Jun","Eif1","Oaz1","Rnf149","Ccnl1","4932438A13Rik","Csf1","Ncor1"
"115","Mcl1","Slc16a3","Ier5","Tmed2","Rpl37","Ncf4","Gda","Lyn","Fth1"
"116","Clic1","Mxd1","Ptprc","Ubl5","Hdc","Grina","Ehd1","Casp4","Whsc1l1"
"117","Cap1","Ifitm1","Oser1","mt-Co3","Sat1","Lilrb4a","Lilr4b","Ascc3","Pip5k1b"
"118","AA467197","Dusp1","Pnrc1","Morf4l1","Oaz1","Srsf5","Stx11","Fbxl5","Lsp1"
"119","Oaz1","Stfa2l1","Arid5b","Mdh2","Stfa2","Sat1","Arhgap26","Lilrb4a","Hmgb2"
"120","Actn1","Smox","Btg1","H2afz","Arg2","Tiparp","March7","H3f3a","Lilrb4a"
"121","Gmfg","Bhlhe40","Rbpj","Rps9","Mrpl33","Ctsd","Pik3ap1","Sppl2a","Btg1"
"122","Rps20","Klf6","Trem1","Tyrobp","Clec4e","Rab7","Csf3r","Samd9l","Abtb2"
"123","Hmgb2","Alkbh5","Klf2","Ybx1","Rplp0","Skap2","Mcl1","Gm42418","Atxn1"
"124","Fau","Rbpj","Icam1","Nedd8","Ncf4","Isg15","Noct","Sp140","Clk1"
"125","Aldoa","Elmo1","Txnrd1","Calm2","Mrgpra2b","Stk17b","Rab8b","Csrnp1","Nfkbiz"
"126","H3f3b","Gbe1","Cd9","Hspa8","Asprv1","Osbpl9","Rabgef1","Clec4d","Adgre5"
"127","Cd24a","Csf3r","Fgr","Clic1","Sh3bgrl3","2810474O19Rik","Ddx5","Psme2","Nup98"
"128","Mapk13","Bnip3l","Zc3h12a","Cox5a","Serf2","Cd53","Ets2","Trafd1","Il1rap"
"129","Myl12b","Nfil3","Ifitm1","Fam32a","Ccr1","Fosl2","Bcl2l1","Gabarap","Steap4"
"130","Cnn2","Sat1","Gnb1","Atp5b","Il1r2","Atp6v1g1","Ccr1","S100a6","Ankrd44"
"131","Gm8730","Ccl3","Litaf","Arpc4","Rps10","Cmip","Lrrfip1","Ube2d3","Mctp1"
"132","Ceacam10","Lyst","Snap23","Vamp8","Gng5","Irg1","Kpna4","Cd47","Igf1r"
"133","Grina","Polr2a","Fcer1g","Atp6v1f","Gda","Sdcbp","Fem1c","Pnrc1","Vim"
"134","Mrgpra2b","Zeb2","Ccnl1","Sec61b","Ube2d3","Csrnp1","Suco","Tap2","Elmo1"
"135","Uba52","Fcgr3","Trps1","Rpl35","BC117090","Inpp5d","S100a6","H2-Q4","Cmah"
"136","Anxa3","Wwp2","Ddx5","Cox7a2","Atxn10","Rps29","Pde7b","Ly6e","Tbc1d14"
"137","Ggt1","Actb","Ppp1r15a","Rpl15","Rps29","Arpc2","Arih2","Mir142hg","Klhl2"
"138","Mxd1","Samsn1","Gpr132","Srp14","Actr3","Ddit3","Gk","Il18bp","D1Ertd622e"
"139","mt-Cytb","Kdm3a","Il1f9","Shfm1","Atg3","Kdm6b","Pxn","Egr1","Rsrc2"
"140","Gnb2","Rab7","Mapk6","Syf2","Sub1","Cytip","Myo1d","Arid5b","Sfxn5"
"141","Iqgap1","B2m","Cd274","mt-Co2","Rps27","Rap1b","Inpp5d","Sat1","Ifitm2"
"142","Pnkp","Zfp36","Tgif1","Tmem59","Chil1","Fos","Irg1","Fcgr3","Lmnb1"
"143","Mettl9","Hectd1","H3f3b","Atp5h","Eno1","Ncf2","Pim1","Arpc3","Susd6"
"144","Esd","Spag9","Tpt1","Arf1","Mmp9","Lsp1","Arg2","Dusp1","Xylt1"
"145","Cdkn2d","Irak2","Rap1b","mt-Co1","Pla2g7","Coro1a","Chd7","Picalm","Gadd45a"
"146","Hdc","Cd14","Vasp","Cd300a","C5ar1","Lyn","Vps4b","Stfa2l1","Jund"
"147","Padi4","Etf1","Ankrd33b","Eef2","Vasp","Rac2","Fosl2","Spag9","Lamp2"
"148","Glipr2","Plek","Gpbp1","Ube2i","Cd9","Ctsb","Rab7","Ifi27l2a","Rbm47"
"149","Rhoa","Msrb1","Ctsz","Ubb","Gpsm3","Alox5ap","Fxyd5","Tgm2","Rassf3"
"150","Eno1","Rps27","Traf1","Ssu72","Ncf2","Ier5","Msra","Irf9","Rapgef6"
"151","Atp6v1g1","Ddit3","Adgre5","Cfl1","Ostf1","Mbnl2","Hilpda","Cdc42","Hsp90aa1"
"152","Trem1","Arg2","Tpd52","Anp32a","Clec4d","Plk3","Ifitm1","Parp10","Rbm39"
"153","Itgam","Calm2","mt-Co2","Tmsb4x","Entpd1","Lcp1","Top1","Oasl2","Gm20388"
"154","Mbd2","Pik3ap1","Tank","Atp6v0b","mt-Co3","Rbm39","Dgat1","Trem1","Pla2g7"
"155","Ube2d3","Lilr4b","Picalm","Myl12b","AB124611","Ankrd33b","S100a11","Csf3r","Ndel1"
"156","Ccnd3","Dedd2","Ctsb","Rpsa","Shfm1","Gab2","Pitpna","Cxcr2","Dmxl2"
"157","Cd47","Egr1","H3f3a","Lamp1","Smox","Myl6","Prkcb","Arpc2","Hdac4"
"158","Gng5","Ppp1r15a","Fndc3b","Abracl","Rpl18a","Rhoa","Eif4a1","Oas2","H3f3a"
"159","Il1b","Gla","Ifnar2","Prdx5","Tarm1","Smox","Vmp1","Lamp2","Vav3"
"160","Spi1","Ets2","Tnf","Scand1","Slc2a1","Steap4","Tes","Ifi35","Selplg"
"161","Msra","Atp2b1","Chd2","Psenen","Iqgap1","H2-K1","Bcl2l11","2810474O19Rik","Cd300lf"
"162","Slc16a3","Ctsz","Lrg1","Msrb1","Rhoa","Dusp5","Vav3","Socs3","Rgs2"
"163","Rpl19","Slc3a2","Arih2","Ndufb9","mt-Atp6","Marcks","Fbxl5","Clic1","Cebpb"
"164","Chil1","Ifitm2","Fas","Apoe","Ypel3","Rpl18a","Gab2","mt-Co3","Ankrd11"
"165","Gabarap","Eif5","S100a11","Plac8","Cap1","Mapkapk2","Rlf","Ier5","Rps9"
"166","Litaf","Fbxl5","Snx18","Cox6b1","Ndel1","Alcam","Rab20","Prkce","Jak1"
"167","Gm5483","Atp6v1a","Tyrobp","Dnaja1","Pnrc1","Csf1","Ctsd","Irgm2","Plcl2"
"168","Upp1","Map1lc3b","Mefv","Psmb8","Ldha","Ctnnb1","Kdm7a","Irf2","Snap23"
"169","Mrpl33","H2-K1","Gtdc1","Arpc2","Stk17b","Egr1","Atrnl1","Nedd9","Actr3"
"170","Arpc4","Rps9","Nfkb2","Rpl36","Rpl17","Rps16","Tnrc6b","Dtx3l","Coro1a"
"171","Rps10","Sh2d3c","Tax1bp1","Hnrnpk","Upp1","Rabgef1","Whsc1l1","Tnfrsf1a","Hif1a"
"172","1110008F13Rik","Ptbp3","Nadk","Cnbp","Cxcr2","Tspo","Clec4e","Wfdc17","Hcar2"
"173","Rpl7","Gsn","Il1r2","Laptm5","Cst3","Jdp2","Trib1","Gsap","Pglyrp1"
"174","Ncf1","Lmnb1","Bcl2a1b","Ftl1","mt-Co2","Sntb2","Eif1","Tnrc6b","Plek"
"175","Rps16","Csf1","Tra2a","Atp5d","Ier3","Taldo1","Gtdc1","Ddx5","Gm26825"
"176","Tpm3-rs7","Pfkfb3","Mtmr6","Gpx4","Cd44","Calm1","Elmo1","Sell","Dusp16"
"177","Rap1b","Rsrp1","Orai2","Asprv1","Lyz2","Gmfg","Dhrs9","Samsn1","Tnrc6b"
"178","Junb","Btg2","Il10ra","Erp29","Fam32a","Wnk1","Atp11b","Jun","Notch2"
"179","Gm42418","App","Slc15a3","Eif1","Eif4ebp1","Ube2b","Slc11a1","Fnip1","Med13l"
"180","Sat1","Ddx3x","Arf4","Rac2","Uba52","Lamp2","Chd2","Clic4","Spi1"
"181","Ddx5","Apbb1ip","Osbpl9","Hebp1","Gpi1","Gng5","Etf1","Mbd2","Slc40a1"
"182","Rpl9","Il15","Cd44","Rac1","Vim","Ier3","Ago2","Vasp","Ier5"
"183","Fbxl5","Nfkbia","Nedd9","Rpl32","Eef1a1","Gcnt2","Cyp4f18","Gab2","S100a11"
"184","Fcgr3","Clec4e","Snx20","Ost4","Picalm","Sgms2","Mxi1","Gadd45b","Braf"
"185","Lbr","Tbc1d15","Snx10","Fcer1g","Steap4","Tra2a","Kdm2a","Snap23","Pim1"
"186","Vsir","Hif1a","Ntng2","Fxyd5","Cytip","Trib1","Ifitm2","Cd52","Tsc22d3"
"187","Itgb2","Rbm39","Rnf19b","1810058I24Rik","Snap23","Fam134b","Basp1","Clec4e","Apbb1ip"
"188","Qsox1","S100a11","Actr3","Fgl2","Sh3glb1","Ier2","Cltc","Snx20","Rlf"
"189","Lilrb4a","Lamp2","Rabgef1","Saa3","Rhov","Arpc5","Capza1","Ltb4r1","Nfil3"
"190","Flna","Pag1","Cflar","Ube2l3","Pygl","Ube2d3","H3f3a","Ccnl1","Jun"
"191","Plp2","Cdc42","Ell2","Jun","Gnb2","Cyba","Sh2d3c","Tra2a","Zfp36l1"
"192","Fam65b","Cxcl3","Csf1","Ctsz","Sgms2","Rsrp1","Ell2","Psme1","Anxa1"
"193","Rps19","Atp6v0d1","Lilr4b","Sumo2","Cox8a","Fem1c","2810403A07Rik","Irak2","Pacs1"
"194","Lyn","Card19","Chst11","Alox5ap","Sri","Atp6v0d1","Aff4","Lst1","Fyb"
"195","Rps12","1700112E06Rik","Ddx3x","Txn1","Pfdn5","Lilr4b","Anxa11","Fam134b","Arid4b"
"196","Rps11","Rnf149","Abca1","Rhoa","Prok2","Cd84","Pag1","Klf6","Il17ra"
"197","Gyg","Nktr","Hck","Tmem14c","Rap1b","Rpl41","Skap2","Tspo","Gadd45g"
"198","Sub1","Stat3","App","Rpl7a","Ier5","Tgoln1","Gcnt2","Cd44","Mmp9"
"199","Timp2","Chmp4b","Nfkbid","Ppib","Osm","Clic1","C130026I21Rik","Mif","Sephs2"
"200","Arhgap15","Ninj1","Bcl3","Tma7","Rpl41","Nfe2l2","Nab1","Ets2","Sirpb1a"
